date,1,2,3,4,5,6,7,8,9,10
21 Dec 2022,15.92,10.88,0.877,2.012,12.19,1.3558,136.6581,1.0268,6.4,19.82
20 Dec 2022,15.8,10.78,0.878,1.986,12.17,1.3557,130.8492,1.0256,6.37,19.74
19 Dec 2022,15.82,10.89,0.881,2.024,12.27,1.3556,132.043,1.0256,6.31,19.8
16 Dec 2022,15.8,10.93,0.883,2.052,12.57,1.3555,129.5344,1.0266,6.32,19.88
15 Dec 2022,15.94,11.2,0.886,2.042,12.75,1.3553,132.6164,1.0268,6.33,19.98
14 Dec 2022,16.26,11.37,0.884,2.06,13.07,1.3551,135.8277,1.0257,6.44,20.05
13 Dec 2022,16.39,11.42,0.88,2.064,13.25,1.355,135.3853,1.025,6.43,20.03
12 Dec 2022,16.05,11.28,0.88,2.043,12.75,1.3549,132.5411,1.0236,6.36,19.87
09 Dec 2022,16.16,11.3,0.88,2.07,12.81,1.3546,134.0818,1.0245,6.36,19.88
08 Dec 2022,16.11,11.25,0.881,2.042,12.7,1.3544,135.6037,1.0242,6.36,19.85
07 Dec 2022,16.13,11.25,0.881,2.002,12.54,1.3544,131.7929,1.0238,6.35,19.84
06 Dec 2022,16.19,11.39,0.878,2.057,12.69,1.3542,131.7548,1.0227,6.35,19.83
05 Dec 2022,16.23,11.47,0.876,2.04,12.98,1.3541,136.1914,1.0223,6.38,19.84
02 Dec 2022,16.24,11.54,0.876,2.011,12.99,1.3538,136.3048,1.0223,6.45,19.9
01 Dec 2022,16.28,11.57,0.871,2,13.18,1.3537,133.3565,1.0216,6.45,19.87
30 Nov 2022,16.19,11.36,0.864,1.998,12.58,1.3537,128.7185,1.0208,6.41,19.74
29 Nov 2022,16.07,11.36,0.862,1.946,12.55,1.3537,125.2982,1.02,6.3,19.65
28 Nov 2022,16.03,11.38,0.86,1.888,12.69,1.3536,128.7491,1.0199,6.25,19.65
25 Nov 2022,16.09,11.49,0.859,1.885,12.74,1.3534,130.2806,1.0186,6.31,19.7
24 Nov 2022,16.08,11.49,0.85,1.907,12.81,1.3532,131.0539,1.0192,6.33,19.50555556
23 Nov 2022,16.05,11.46,0.848,1.89,12.68,1.3532,127.9921,1.0183,6.29,19.66
22 Nov 2022,16,11.35,0.846,1.88,12.4,1.353,124.4253,1.0171,6.24,19.57
21 Nov 2022,15.89,11.34,0.847,1.888,12.55,1.353,123.405,1.0171,6.18,19.48
18 Nov 2022,15.86,11.26,0.848,1.912,12.74,1.3527,124.274,1.0172,6.21,19.5
17 Nov 2022,15.67,11.29,0.849,1.946,12.61,1.3527,123.7167,1.0178,6.2,19.48
16 Nov 2022,15.75,11.34,0.851,1.922,13.02,1.3526,126.9159,1.017,6.22,19.56
15 Nov 2022,15.85,11.37,0.851,1.953,13.25,1.3525,130.5534,1.0175,6.28,19.54
14 Nov 2022,15.85,11.49,0.847,1.886,12.9,1.3524,129.1549,1.0142,6.23,19.43
11 Nov 2022,15.81,11.51,0.833,1.831,12.83,1.3521,130.967,1.0133,6.25,19.33
10 Nov 2022,15.87,11.06,0.828,1.794,12.36,1.3521,123.0701,1.0111,6.17,19.29
09 Nov 2022,15.63,11.11,0.824,1.752,11.87,1.352,120.0364,1.0109,6,18.98
08 Nov 2022,15.66,11.08,0.82,1.771,11.98,1.3519,113.1975,1.0104,6.05,19.04
07 Nov 2022,15.6,10.96,0.817,1.784,11.87,1.3518,112.7794,1.0101,6.04,19.02
04 Nov 2022,15.71,10.98,0.814,1.765,12.01,1.3516,109.8271,1.0084,6.02,18.97
03 Nov 2022,15.43,11.01,0.815,1.699,12.08,1.3516,102.4465,1.0096,5.9,18.9
02 Nov 2022,15.5,11.15,0.821,1.695,12.4,1.3515,109.9809,1.0107,5.94,19.01
01 Nov 2022,15.45,10.91777778,0.821,1.673,12.41666667,1.3513,111.5359,1.013,5.99,18.83222222
31 Oct 2022,15.43,11.17,0.823,1.614,12.53,1.3512,109.0666,1.0126,5.96,19.01
28 Oct 2022,15.31,10.94,0.828,1.647,12.52,1.351,110.6641,1.0132,5.99,19.07
27 Oct 2022,15.26,11.01,0.83,1.712,12.59,1.3509,112.8221,1.0134,5.96,19.02
26 Oct 2022,15.2,10.98,0.83,1.718,12.69,1.3507,110.4015,1.0137,5.97,18.92
25 Oct 2022,15.18,10.99,0.829,1.694,12.64,1.3507,107.265,1.013,5.95,18.81
24 Oct 2022,15.18,10.88,0.846,1.686,12.27,1.350033333,107.4356556,1.014411111,5.88,18.7
21 Oct 2022,14.87,10.68,0.832,1.799,12.16,1.3504,104.2713,1.0124,5.92,18.65
20 Oct 2022,14.89,10.72,0.836,1.808,12.19,1.3503,104.4472,1.0121,5.85,18.61
19 Oct 2022,14.9,10.89,0.84,1.802,12.16,1.3502,106.5017,1.0137,5.86,18.7
18 Oct 2022,15.02,10.87,0.843,1.826,12.45,1.3501,107.8674,1.0148,5.91,18.8
17 Oct 2022,14.93,10.65,0.847,1.826,12.16,1.3501,105.737,1.0139,5.88,18.69
14 Oct 2022,14.83,10.77,0.85,1.804,12.14,1.3499,109.1528,1.0129,5.8,18.63
13 Oct 2022,14.42,10.57,0.853,1.807,11.68,1.3498,108.2218,1.0147,5.89,18.63
12 Oct 2022,14.46,10.66,0.856,1.823,12.02,1.3498,109.7512,1.0179,5.82,18.7
11 Oct 2022,14.43,10.61,0.857,1.827,12.04,1.3497,110.9705,1.0173,5.83,18.73
10 Oct 2022,14.62,10.76,0.86,1.857,12.52,1.3497,112.8112,1.0176,5.88,18.87
07 Oct 2022,14.67,11.03,0.862,1.896,12.89,1.3495,116.968,1.0181,5.93,18.89
06 Oct 2022,14.79,11.07,0.864,1.927,13.43,1.3494,115.7995,1.0186,6,18.98
05 Oct 2022,14.89,10.99,0.866,1.929,13.13,1.3494,116.8637,1.0191,6.05,18.97
04 Oct 2022,14.53777778,10.96,0.868,1.945,13.15,1.3493,116.3279,1.0199,6.07,19.01
03 Oct 2022,14.47,10.58,0.867,1.896,12.53,1.3493,111.634,1.0181,5.94,18.74
30 Sep 2022,14.36,10.73,0.866,1.908,12.57,1.3491,109.1091,1.0182,5.82,18.65
29 Sep 2022,14.24,10.78,0.866,1.88,12.55,1.3491,106.4769,1.0176,5.87,18.64
28 Sep 2022,14.43,10.74,0.867,1.917,12.6,1.3488,101.279,1.0191,5.93,18.74
27 Sep 2022,14.51,10.85,0.871,1.939,12.74,1.3488,100.6978,1.0191,5.86,18.7
26 Sep 2022,14.48,10.81,0.875,1.941,12.73,1.3487,102.4737,1.0184,5.86,18.82
23 Sep 2022,14.49,10.89,0.881,1.928,12.54,1.3485,107.5482,1.0197,5.96,19.04
22 Sep 2022,14.9,10.97,0.884,1.944,13.08,1.3484,109.4346,1.0203,6.1,19.23
21 Sep 2022,14.96,11.05,0.888,1.961,13.49,1.3483,108.6247,1.0241,6.13,19.38
20 Sep 2022,14.93,11.09,0.889,1.986,13.57,1.3481,110.5651,1.0246,6.18,19.38
19 Sep 2022,15.05,11.06,0.891,1.981,13.59,1.348,108.5966,1.0231,6.23,19.46
16 Sep 2022,15.11,11.14,0.891,1.98,13.5,1.3478,107.8155,1.023,6.21,19.46
15 Sep 2022,15.35,11.39,0.894,2.028,14.07,1.3477,112.4728,1.0242,6.24,19.56
14 Sep 2022,15.41,11.49,0.895,2.017,13.97,1.3476,112.4874,1.0245,6.29,19.63
13 Sep 2022,15.54,11.73,0.897,2.036,14.15,1.3475,115.6813,1.0245,6.28,19.68
12 Sep 2022,15.12888889,11.65,0.897,2.049,14.5,1.3473,115.8102,1.0248,6.44,19.87
09 Sep 2022,15.38,11.59,0.897,2.039,14.26,1.3472,113.6429,1.0241,6.39,19.79
08 Sep 2022,15.09,11.45,0.897,2.013,13.77,1.3472,111.2851,1.0247,6.32,19.67
07 Sep 2022,15.06,11.37,0.897,2.027,13.53,1.3472,107.7703,1.0246,6.32,19.6
06 Sep 2022,15.1,11.41,0.896,2.023,13.52,1.3471,109.7761,1.023,6.28,19.48
05 Sep 2022,15.11,11.36,0.899,2.034,13.6,1.3472,114.6227333,1.0229,6.34,19.77777778
02 Sep 2022,15.11,11.4,0.898,2.044,13.7,1.347,106.494,1.0238,6.33,19.59
01 Sep 2022,14.91,11.27,0.899,2.048,13.72,1.347,109.4226,1.0236,6.34,19.51
31 Aug 2022,15.16,11.53,0.901,2.068,14.39,1.3468,111.7189,1.0234,6.38,19.62
30 Aug 2022,15.24,11.7,0.902,2.05,14.45,1.3468,113.8584,1.024,6.41,19.7
29 Aug 2022,15.21,11.67,0.9,2.086,14.53,1.3468,114.731,1.0226,6.46,19.84
26 Aug 2022,15.49,12.09,0.903,2.097,15.1,1.3466,120.1398,1.0227,6.49,19.95
25 Aug 2022,15.5,12.04,0.901,2.084,15.06,1.3466,120.5242,1.0246,6.62,19.96
24 Aug 2022,15.46,11.97,0.898,2.038,14.77,1.3465,117.775,1.0239,6.54,19.93
23 Aug 2022,15.45,12.02,0.899,2.028,14.82,1.3465,116.9407,1.0225,6.54,19.9
22 Aug 2022,15.46,12.05,0.898,2.04,14.73,1.3465,116.6527,1.0229,6.5,19.91
19 Aug 2022,15.6,12.19,0.899,2.017,15.06,1.3463,119.1065,1.0229,6.59,20.1
18 Aug 2022,15.64,12.17,0.899,2.014,15.36,1.3461,119.3993,1.0229,6.67,20.23
17 Aug 2022,15.61,12.24,0.9,2.019,15.39,1.3461,122.119,1.0228,6.69,20.23
16 Aug 2022,15.65,12.3,0.901,2.02,15.55,1.3461,123.3677,1.024,6.76,20.35
15 Aug 2022,15.58,11.99777778,0.901,2.019,15.31222222,1.346,124.0095,1.0244,6.77,20.13
12 Aug 2022,15.59,12.11,0.899,2.027,15.43,1.3459,123.8335,1.0215,6.79,20.37
11 Aug 2022,15.6,12.05,0.899,2.026,15.73,1.3458,126.6638,1.0228,6.72,20.32
10 Aug 2022,15.57,11.9,0.896,2,15.43,1.3458,126.5333,1.0221,6.73,20.25
09 Aug 2022,15.48,12.01,0.898111111,2.015,15.14,1.345444444,120.6033667,1.021633333,6.6,20.06
08 Aug 2022,15.52,12.05,0.896,2.019,15.61,1.3457,124.4434,1.021,6.62,20.13
05 Aug 2022,15.41,12.05,0.897,2.018,15.29,1.3456,122.2791,1.0213,6.62,20.04
04 Aug 2022,15.52,12.05,0.897,2.019,15.37,1.3455,119.6259,1.0207,6.65,20.07
03 Aug 2022,15.48,11.9,0.898,1.999,15.05,1.3456,121.2869,1.0219,6.66,19.99
02 Aug 2022,15.43,11.86,0.9,2,14.76,1.3455,121.6521,1.0227,6.6,19.94
01 Aug 2022,15.47,11.98,0.902,1.999,14.72,1.3454,122.3209,1.0207,6.64,19.98
29 Jul 2022,15.47,12,0.901,2.034,14.56,1.3453,120.8795,1.022,6.64,19.91
28 Jul 2022,15.2,11.74,0.897,2.071,14.27,1.3452,117.5655,1.0212,6.59,19.74
27 Jul 2022,15.17,11.69,0.895,2.093,14.1,1.3452,115.377,1.0232,6.53,19.59
26 Jul 2022,15.1,11.58,0.896,2.095,13.93,1.3452,112.7063,1.0222,6.43,19.5
25 Jul 2022,15.1,11.61,0.894,2.084,14.19,1.3451,116.9122,1.0245,6.46,19.55
22 Jul 2022,15.05,11.68,0.893,2.083,14.49,1.345,117.0014,1.0216,6.43,19.51
21 Jul 2022,15.03,11.53,0.888,2.107,14.47,1.3449,115.0612,1.0229,6.45,19.42
20 Jul 2022,14.96,11.47,0.888,2.114,14.04,1.3449,117.6582,1.0215,6.44,19.29
19 Jul 2022,14.94,11.17,0.89,2.12,13.69,1.3448,116.9608,1.0213,6.44,19.15
18 Jul 2022,14.84,11.42,0.893,2.119,13.76,1.3447,115.6825,1.0232,6.32,19.06
15 Jul 2022,14.59,11.17,0.898,2.072,13.27,1.3446,116.5019,1.0236,6.3,18.99
14 Jul 2022,14.33,11.12,0.899,2.114,13.08,1.3446,118.8845,1.0252,6.21,18.89
13 Jul 2022,14.6,11.28,0.901,2.15,13.13,1.3445,117.7001,1.0259,6.29,19
12 Jul 2022,14.65,11.39,0.901,2.164,13.32,1.3445,119.0954,1.0255,6.31,19.08
11 Jul 2022,14.7,11.35,0.908222222,2.165,13.46,1.343966667,125.4729222,1.026233333,6.32,19.12
08 Jul 2022,14.66,11.38,0.904,2.234,13.64,1.3442,120.9817,1.0245,6.43,19.13
07 Jul 2022,14.66,11.27,0.905,2.226,13.71,1.3441,120.1943,1.025,6.46,19.11
06 Jul 2022,14.4,11.12,0.909,2.196,13.45,1.3442,120.4976,1.0268,6.38,19.03
05 Jul 2022,14.27,11.06,0.911,2.217,12.89,1.3441,126.122,1.0274,6.38,19.03
04 Jul 2022,14.64,10.98,0.911,2.238,13.09,1.3441,126.8717,1.028,6.44,19.26125
01 Jul 2022,14.635,10.92,0.91,2.232,13.12,1.3439,123.0127,1.027,6.45,19.13
30 Jun 2022,14.38,10.95,0.909,2.222,13.04,1.3438,127.2581,1.0264,6.44,19.05
29 Jun 2022,14.73,11,0.908,2.226,13.52,1.3437,129.7042,1.0269,6.48,19.13
28 Jun 2022,14.93,11.18,0.907,2.219,14.2,1.3436,134.614,1.0241,6.52,19.23
27 Jun 2022,14.74,11.2,0.908,2.194,14.13,1.3435,132.3888,1.0269,6.58,19.38
24 Jun 2022,14.62,10.96,0.91,2.18,14.04,1.3435,131.6271,1.0266,6.58,19.42
23 Jun 2022,14.44,10.83888889,0.911,2.141,13.43666667,1.3435,136.1371,1.0269,6.48,19.49875
22 Jun 2022,14.53,10.63,0.909,2.112,13.35,1.3435,138.0806,1.0265,6.49,19.35
21 Jun 2022,14.71,10.74,0.907,2.127,13.51,1.3434,139.039,1.0264,6.53,19.4
20 Jun 2022,15.12444444,10.63,0.908,2.098,13.08,1.3435,139.5234,1.0263,6.53,19.79777778
17 Jun 2022,14.6,10.67,0.909,2.075,13.09,1.3435,141.495,1.0266,6.48,19.38
16 Jun 2022,14.49,10.78,0.908,2.063,13.08,1.3436,138.6479,1.0239,6.48,19.37
15 Jun 2022,14.96,10.82,0.908,2.121,13.39,1.3435,137.0719,1.0228,6.63,19.54
14 Jun 2022,14.89,10.91,0.908,2.09,13.4,1.3433,139.8345,1.0222,6.55,19.42
13 Jun 2022,14.87,10.97,0.912,2.053,13.57,1.3432,148.8175,1.024,6.56,19.52
10 Jun 2022,15.19,11.4,0.92,2.111,14.46,1.3431,142.7167,1.0262,6.78,20.01
09 Jun 2022,15.64,11.6,0.923,2.133,15.15,1.3431,148.4894,1.0265,6.91,20.23
08 Jun 2022,15.72,11.72,0.923,2.161,15.46,1.343,149.6825,1.026,7.02,20.33
07 Jun 2022,15.76,11.61,0.923,2.107,15.11,1.343,148.6434,1.0264,7.08,20.38
06 Jun 2022,15.89,11.535,0.923,2.104,14.8775,1.3429,152.199,1.026,7.07,20.35
03 Jun 2022,15.65111111,11.68,0.924,2.069,15.35,1.3428,154.6512,1.0252,7.04,20.43
02 Jun 2022,15.65,11.57,0.924,2.084,15.15,1.3427,148.4984,1.0242,7.11,20.47
01 Jun 2022,15.75,11.59,0.924,2.059,15.21,1.3428,147.5836,1.0258,7.03,20.44
31 May 2022,15.76,11.73,0.926,2.077,15.11,1.3427,152.525,1.0252,7.06,20.46
30 May 2022,15.87,11.78,0.924,2.037,15.33,1.3425,152.9521,1.0249,7.09,20.065
27 May 2022,15.77,11.46,0.925,2.028,14.99,1.3424,151.9951,1.0246,7.05,20.47
26 May 2022,15.61,11.34,0.924,2.024,14.41444444,1.3424,152.1324,1.0244,6.95,20.02888889
25 May 2022,15.5,11.27,0.923,1.976,13.95,1.3424,153.2784,1.0246,6.87,20.17
24 May 2022,15.5,11.2,0.922,1.956,13.93,1.3423,151.3794,1.0244,6.84,20.01
23 May 2022,15.45,11.27,0.92,2.006,14.46,1.3423,152.4357,1.0229,6.89,19.98
20 May 2022,15.41,11.33,0.921,2.011,14.71,1.3423,151.816,1.0233,6.83,19.93
19 May 2022,15.13,11.1,0.919,1.999,14.35,1.3422,144.7702,1.0227,6.81,19.91
18 May 2022,15.54,11.55,0.917,2.012,14.62,1.3423,146.8823,1.0234,6.77,19.97
17 May 2022,15.6,11.54,0.92,2.015,14.66,1.3422,146.7892,1.0232,6.91,20.08
16 May 2022,15.41,11.44,0.923125,1.986,14.57,1.3421,155.6738375,1.022625,6.78,20.1
13 May 2022,15.33,11.36,0.921,1.979,14.48,1.3422,142.5567,1.0228,6.79,20.11
12 May 2022,15,11.17,0.923,1.94,13.49,1.3422,147.2132,1.0223,6.67,20.11
11 May 2022,15.17,11.32,0.923,1.952,14.26,1.3422,149.1667,1.023,6.69,20.19
10 May 2022,15.17,11.24,0.923,1.939,14.34,1.3421,151.5798,1.0217,6.74,20.15
09 May 2022,15.68428571,11.87666667,0.923,1.941,16.06,1.3421,159.2905,1.0225,6.71,20.59222222
06 May 2022,15.27,11.58,0.923,1.977,14.9,1.342,162.37,1.0224,6.91,20.35
05 May 2022,15.78,11.94,0.925,2.01,16.08,1.342,168.4585,1.0234,6.97,20.48
04 May 2022,15.73,11.85,0.924,2.04,15.9,1.342,164.7553,1.0229,7.14,20.56
03 May 2022,15.87125,11.91,0.927,2.063,16.31,1.3415,174.1273625,1.0223,7.04,20.54
02 May 2022,15.87666667,11.9,0.927222222,1.999777778,16.04,1.341477778,176.2354333,1.022444444,6.99,20.52
29 Apr 2022,15.94,12.07,0.926,2.059,16.71,1.3416,168.257,1.0223,6.99,20.62
28 Apr 2022,15.72,12.03,0.928,1.998,15.98,1.3417,163.1813,1.0233,7.07,20.71
27 Apr 2022,15.62,11.72,0.928,1.958,16.25,1.3416,164.3402,1.0233,7.01,20.74
26 Apr 2022,15.73,11.89,0.927,1.92,16.37,1.3415,168.096,1.0222,7.01,20.81
25 Apr 2022,15.68,11.68,0.927,1.943,16.38,1.3415,173.4301,1.0221,7.14,20.83
22 Apr 2022,15.98,12.05,0.926,2.015,16.88,1.3415,179.4315,1.0217,7.16,20.85
21 Apr 2022,16.23,12.25,0.926,1.993,17.61,1.3413,188.478,1.0224,7.3,20.94
20 Apr 2022,16.07,12.13,0.928,2.036,17.57,1.3413,187.8048,1.0211,7.38,21
19 Apr 2022,15.92,12.02,0.929,2.076,17.45,1.3413,193.1,1.0236,7.36,20.96
18 Apr 2022,15.91571429,12.28125,0.933,2.085,18.0525,1.3412,184.983125,1.0251,7.34,21.13625
15 Apr 2022,15.93375,12.28666667,0.937,2.096,18.21,1.340988889,185.0527333,1.023066667,7.441111111,21.17111111
14 Apr 2022,16.01,12.13,0.935,2.096,17.72,1.3412,192.8565,1.0234,7.36,21.06
13 Apr 2022,15.89,12.12,0.935,2.099,17.63,1.3411,188.8146,1.024,7.4,21.08
12 Apr 2022,15.95,12.13,0.934,2.085,17.86,1.3411,187.2968,1.0232,7.35,21.01
11 Apr 2022,16.02,12.26,0.935,2.083,17.5,1.3411,187.0096,1.0231,7.36,21
08 Apr 2022,15.94,12.42,0.937,2.129,17.75,1.341,180.9664,1.023,7.41,21.14
07 Apr 2022,15.88,12.32,0.939,2.094,18.28,1.3409,178.7694,1.0222,7.45,21.19
06 Apr 2022,15.72,12.38,0.939,2.13,18.23,1.3409,179.5008,1.0232,7.48,21.25
05 Apr 2022,15.98111111,12.49,0.939,2.149,19.45,1.3408,184.6509,1.0224,7.55,21.36
04 Apr 2022,16.06,12.33,0.94,2.168,19.47,1.3408,185.6096,1.0231,7.61,21.45
01 Apr 2022,16.01,12.27,0.938,2.119,19.31,1.3407,180.7194,1.0229,7.55,21.4
31 Mar 2022,16.01,12.35,0.941,2.082,19.45,1.3407,181.7606,1.0241,7.52,21.42
30 Mar 2022,16.08,12.36,0.938,2.13,19.78,1.3407,180.4413,1.0239,7.59,21.4
29 Mar 2022,16.19,12.42,0.933,2.124,19.73,1.3407,178.7702,1.0225,7.62,21.41
28 Mar 2022,15.94,12.29,0.932,2.098,19.07,1.3407,182.698,1.0222,7.52,21.16
25 Mar 2022,15.89,12.28,0.933,2.081,18.99,1.3406,182.9041,1.0227,7.53,21.15
24 Mar 2022,15.79,12.24,0.935,2.117,18.81,1.3406,184.2514,1.0226,7.51,21.19
23 Mar 2022,15.86,12.38,0.936,2.122,18.98,1.3406,182.7151,1.0223,7.45,21.18
22 Mar 2022,15.99,12.27,0.934,2.114,19.01,1.3405,181.4728,1.0222,7.5,21.17
21 Mar 2022,15.9,12.24,0.935,2.051,18.55,1.3405,182.9042,1.0228,7.45,21.21
18 Mar 2022,15.83,12.05,0.934,2.114,18.58,1.3405,181.3881,1.0226,7.47,21.28
17 Mar 2022,15.69,11.98,0.933,2.038,17.88,1.3405,181.1219,1.0225,7.44,21.24
16 Mar 2022,15.74,11.84,0.93,1.991,17.53,1.3405,177.9769,1.0194,7.37,21.12
15 Mar 2022,15.22,11.46,0.936,1.822,16.48,1.3405,174.8438,1.0171,7.2,20.96
14 Mar 2022,15.29,11.66,0.942,1.909,16.61,1.3406,180.7319,1.0209,7.14,21
11 Mar 2022,15.05,11.66,0.946,1.991,17.16,1.3405,186.2267,1.0238,7.16,21.15
10 Mar 2022,15.05,11.63,0.948,2.024,17.35,1.3404,184.1673,1.0255,7.2,21.2
09 Mar 2022,14.95,11.57,0.95,2.053,17.24,1.3403,185.9519,1.026,7.23,21.25
08 Mar 2022,14.47,11.45,0.954,2.067,16.46,1.3404,183.6403,1.027,7.08,21.11
07 Mar 2022,14.53,11.44,0.957,2.115,17.23,1.3403,180.5763,1.0287,7.07,21.21
04 Mar 2022,14.72,11.63,0.96,2.135,17.9,1.3403,171.8471,1.0295,7.27,21.37
03 Mar 2022,15.4,11.95,0.96,2.171,18.78,1.3402,171.4231,1.0288,7.4,21.5
02 Mar 2022,15.42,11.87,0.963,2.172,18.79,1.3402,173.272,1.0291,7.45,21.52
01 Mar 2022,15.51,11.91,0.964,2.183,19.07,1.3401,166.4282,1.0297,7.39,21.59
28 Feb 2022,15.64,11.86,0.963,2.192,19.06,1.3401,165.6138,1.0292,7.51,21.57
25 Feb 2022,15.8,11.75,0.963,2.178,18.46,1.3399,163.8894,1.0299,7.6,21.6
24 Feb 2022,15.3,11.48,0.967,2.182,17.5,1.3399,167.8992,1.0291,7.47,21.4
23 Feb 2022,16.02,11.87,0.965,2.214,18.49,1.3398,165.6071,1.0299,7.53,21.61
22 Feb 2022,16.07,11.7,0.966,2.235,18.74,1.3398,167.2984,1.0302,7.61,21.67
21 Feb 2022,15.97,11.85,0.967,2.242,18.76,1.3398,156.7731556,1.0313,7.59,21.79777778
18 Feb 2022,16.32,11.97,0.967,2.244,19.3,1.3397,167.9105,1.0305,7.66,21.73
17 Feb 2022,16.3,12.11,0.966,2.252,19.77,1.3397,162.6193,1.0301,7.69,21.73
16 Feb 2022,16.44,12.13,0.966,2.258,19.88,1.3398,158.4556,1.0302,7.76,21.76
15 Feb 2022,16.48,12.09,0.969,2.248,19.87,1.3398,160.4145,1.0298,7.73,21.73
14 Feb 2022,16.27,11.94,0.971,2.255,19.54,1.3398,156.9464,1.0301,7.62,21.68
11 Feb 2022,16.72,12.22,0.97,2.29,20.17,1.3398,149.4614,1.0301,7.64,21.79
10 Feb 2022,16.82,12.44,0.971,2.291,20.59,1.3396,151.8311,1.0309,7.72,21.89
09 Feb 2022,16.86,12.36,0.972,2.28,20.13,1.3395,153.2398,1.0324,7.77,21.97
08 Feb 2022,16.47,12.23,0.972,2.249,19.32,1.3395,150.0798,1.0325,7.69,21.9
07 Feb 2022,16.51,12.2,0.974,2.226,19.88,1.3395,147.2676,1.0318,7.65,21.95
04 Feb 2022,16.43,12.28,0.975,2.199,19.02,1.3394,144.7419,1.0327,7.64,21.99
03 Feb 2022,16.37428571,12.41,0.977,2.178,19.07,1.3394,147.0096,1.0333,7.62,22.12
02 Feb 2022,16.45,12.58,0.97825,2.186,19.9,1.3393375,150.3241667,1.034325,7.69,22.22
01 Feb 2022,16.52222222,12.42,0.978,2.193,19.56,1.339311111,146.5595,1.034366667,7.66,22.16
31 Jan 2022,16.55,12.33,0.978,2.182,19.06,1.3395,141.8175,1.0339,7.63,22.09
28 Jan 2022,16.31,12.15,0.977,2.156,17.73,1.3395,141.5527,1.0334,7.52,22.07
27 Jan 2022,16.62,12.09,0.978,2.179,18.62,1.3394,146.6663,1.0334,7.48,22.1
26 Jan 2022,16.52,12.14,0.98,2.193,19.26,1.3394,154.547,1.0349,7.52,22.16
25 Jan 2022,16,12.05,0.979,2.181,18.77,1.3394,150.6012,1.0353,7.56,22.15
24 Jan 2022,16.01,12.14,0.979,2.183,18.65,1.3393,151.7785,1.0349,7.6,22.17
21 Jan 2022,16.61,12.31,0.978,2.226,19.67,1.3391,157.8348,1.035,7.63,22.24
20 Jan 2022,16.98,12.41,0.977,2.237,20.55,1.3391,161.56,1.0338,7.71,22.24
19 Jan 2022,17.1,12.43,0.976,2.212,20.73,1.3391,150.5118,1.0347,7.73,22.19
18 Jan 2022,17.02,12.42,0.976,2.19,20.96,1.3392,151.7033,1.0333,7.75,22.16
17 Jan 2022,17.15,12.53,0.981,2.186,21.3,1.3391,152.742,1.0339,7.85,22.37444444
14 Jan 2022,17.11,12.53,0.981,2.186,21.4,1.339,153.7842,1.0331,7.86,22.29
13 Jan 2022,17.25,12.75,0.983,2.203,22.31,1.339,156.8085,1.0348,7.86,22.35
12 Jan 2022,17.28,12.73,0.984,2.21,22.57,1.3389,154.435,1.0374,7.88,22.38
11 Jan 2022,17.12,12.68,0.985,2.193,21.93,1.3389,150.7998,1.0376,7.84,22.31
10 Jan 2022,17.01,12.69,0.986,2.172,21.25,1.3389,147.8539,1.0391,7.76,22.26
07 Jan 2022,17.27,12.78,0.988,2.172,22.52,1.3389,147.77,1.0406,7.79,22.37
06 Jan 2022,17.25,12.88,0.989,2.138,22.11,1.3388,152.3538,1.0396,7.78,22.4
05 Jan 2022,17.5,13.14,0.991,2.13,23.53,1.3386,155.973,1.042,7.79,22.48
04 Jan 2022,17.52,13.2,0.991,2.111,24.19,1.3385,154.9735,1.0432,7.85,22.53
03 Jan 2022,17.31,13.19,0.991,2.103,24.4,1.3386,154.146375,1.0424,7.84,22.53
31 Dec 2021,17.00571429,13.21,0.99,2.086,24.77,1.3385,157.1712,1.0435,7.81,22.55
30 Dec 2021,17.27,13.27,0.99,2.089,24.76,1.3385,154.1835,1.043,7.82,22.54
29 Dec 2021,17.23,13.26,0.99,2.07,24.57,1.3384,154.2368,1.043,7.81,22.54
28 Dec 2021,17.28,13.25,0.991,2.093,25.09,1.3385,155.0949,1.043,7.83,22.56
27 Dec 2021,16.79875,13.1,0.99,2.097,24.86,1.3385,154.5086,1.0426,7.82,22.55
24 Dec 2021,16.80777778,12.94,0.99,2.092,23.86444444,1.3385,149.5608111,1.0434,7.693333333,22.46
23 Dec 2021,17.09,13.02,0.99,2.097,24.39,1.3384,154.129,1.0423,7.79,22.52
22 Dec 2021,16.86,12.9,0.99,2.084,24.19,1.3384,152.364,1.0425,7.75,22.48
21 Dec 2021,16.76,12.77,0.991,2.087,23.46,1.3384,151.483,1.0424,7.7,22.45
20 Dec 2021,16.55,12.64,0.992,2.058,23.31,1.3384,149.6535,1.0427,7.6,22.41
17 Dec 2021,16.75,12.9,0.991,2.087,23.28,1.3383,151.4328,1.0422,7.67,22.46
16 Dec 2021,16.92,13.08,0.991,2.091,24.27,1.3383,146.0274,1.0422,7.68,22.47
15 Dec 2021,16.69,12.89,0.994,2.08,23.5,1.3382,146.0789,1.0411,7.69,22.43
14 Dec 2021,16.77,13.07,0.994,2.101,23.78,1.3381,147.3796,1.0425,7.67,22.44
13 Dec 2021,16.88,13.19,0.995,2.112,24.6,1.3381,147.4991,1.0433,7.69,22.48
10 Dec 2021,16.93,13.05,0.995,2.128,24.64,1.338,149.3928,1.0435,7.76,22.45
